ID;A_Nacimiento;Educacion;Estado Civil;Ingreso_medio;Hijos;Adolescentes;Fec_Cliente;Edad;MntVinos;MntFrutas;MntCarnes;MntPescados;MntDulces;MntPremiumProd;NumComprasPresenc;NumComprasWeb;NumComprasCatalog;NumComprasemail;NumWebVisitasMes;AcceptedCmp1;AcceptedCmp2;AcceptedCmp3;AcceptedCmp4;AcceptedCmp5;Reclamos;Z_Costo_Contacto;Facturado;Z_Utilidad;Tkt_prom;Respuesta
5512;1977;Master;Casado;55842;0;1;23/05/2014;57;451;0;39;0;4;24;1;7;1;8;5;0;0;0;0;0;0;0;518;155.4;23.55;0
8970;1972;PhD;Casado;62010;0;1;23/10/2012;73;371;22;39;6;0;92;4;6;2;7;5;0;0;0;0;0;0;0;530;159;22.08;0
10581;1977;Graduado;Casado;41124;1;0;31/10/2012;71;281;7;84;15;0;119;7;7;3;4;8;0;0;0;0;0;0;0;506;151.8;17.45;0
5300;1973;Master;Casado;38961;1;0;30/12/2013;27;19;7;19;0;1;24;1;2;1;2;7;0;0;0;0;0;0;0;70;21;5.38;0
5154;1972;Master;Divorciado;37760;1;0;11/08/2013;53;26;3;13;2;10;0;1;2;0;3;6;0;0;0;0;0;0;0;54;16.2;4.50;0
8346;1974;Graduado;Soltero;32233;1;0;19/08/2012;69;138;15;35;25;11;72;2;6;2;2;9;1;0;0;0;0;0;50;296;103.8;14.10;1
1676;1975;Graduado;Casado;43057;0;1;30/10/2013;28;213;2;44;0;2;5;4;4;2;5;5;0;0;0;0;0;0;0;266;79.8;13.30;0
9286;1960;Master;Conviviente;83151;0;0;10/10/2012;70;407;28;100;120;74;18;1;5;9;4;3;0;0;0;0;0;0;0;747;224.1;33.95;0
2426;1964;PhD;Divorciado;78825;0;0;14/09/2012;76;483;74;114;169;37;18;1;5;10;13;3;0;0;0;0;0;0;0;895;268.5;27.97;0
5172;1976;Master;Conviviente;65104;0;1;14/11/2013;50;738;0;232;13;20;50;2;3;5;7;7;0;0;0;0;0;0;0;1053;315.9;43.88;0
5562;1974;Graduado;Casado;60093;0;1;26/06/2013;70;502;12;109;16;6;90;2;7;2;10;6;0;0;0;0;0;0;0;735;220.5;27.22;0
3436;1969;Graduado;Casado;14045;1;0;26/01/2014;64;11;0;5;15;1;10;1;1;0;3;7;0;0;0;0;0;0;0;42;12.6;3.50;0
3921;1952;Postgrado;Divorciada;28457;0;0;28/10/2012;32;24;1;108;29;29;14;1;4;1;4;8;0;0;0;0;0;0;0;205;61.5;11.39;0
3403;1958;PhD;Conviviente;78952;0;1;24/09/2012;22;1170;19;594;99;76;134;2;2;5;12;6;0;0;0;0;0;0;0;2092;627.6;77.48;0
22;1976;Graduado;Divorciado;46310;1;0;03/12/2012;37;185;2;88;15;5;14;2;6;1;5;8;0;0;0;0;0;0;0;309;92.7;14.05;0
10965;1955;Graduado;Conviviente;76005;0;0;22/02/2013;55;983;20;389;240;50;40;1;3;5;13;6;0;0;0;1;0;0;50;1722;531.6;61.50;1
9426;1964;Master;Soltero;58308;0;1;12/01/2013;60;691;0;69;10;0;130;4;2;6;3;8;0;0;0;0;0;0;0;900;270;39.13;0
6605;1944;PhD;Divorciado;55614;0;0;27/11/2013;45;504;13;131;8;0;26;1;9;4;6;7;0;1;0;0;0;0;50;682;219.6;25.26;1
3136;1962;Master;Divorciado;59432;0;1;13/04/2013;68;317;25;265;25;19;12;3;5;3;11;5;0;0;0;0;0;0;0;663;198.9;24.56;0
8737;1978;Graduado;Divorciado;55563;0;1;05/04/2014;65;29;1;9;2;0;2;1;2;0;3;3;0;0;0;0;0;0;0;43;12.9;4.78;0
11088;1971;PhD;Conviviente;78642;0;1;21/04/2013;52;1396;0;322;46;35;17;1;4;9;4;6;0;0;0;0;0;0;0;1816;544.8;75.67;0
716;1949;PhD;Conviviente;67911;0;1;22/05/2014;65;529;0;356;63;28;0;3;6;7;11;3;0;0;0;0;0;0;0;976;292.8;32.53;0
466;1944;Graduado;Casado;65275;0;0;03/04/2013;29;388;14;218;91;14;21;1;4;3;13;2;0;0;0;0;0;0;0;746;223.8;32.43;0
9135;1950;Graduado;Conviviente;27203;1;1;06/08/2012;38;13;2;21;4;0;24;2;1;1;2;8;0;0;0;0;0;0;0;64;19.2;4.57;0
10623;1961;Master;Conviviente;48330;0;1;15/11/2013;42;28;0;4;0;0;0;1;1;0;3;5;0;0;0;0;0;0;0;32;9.6;3.20;0
8151;1990;Secundaria;Casado;24279;0;0;29/12/2012;25;16;36;21;20;62;108;1;4;1;3;8;0;0;0;0;0;0;0;263;78.9;15.47;0
5140;1985;PhD;Casado;64355;1;0;24/08/2012;79;1047;0;140;67;38;153;2;4;3;12;8;0;0;0;0;0;0;0;1445;433.5;49.83;0
10160;1956;Master;Conviviente;50943;0;1;21/06/2013;55;31;0;7;2;0;6;1;1;0;3;5;0;0;0;0;0;0;0;46;13.8;4.60;0
4945;1953;Graduado;Divorciada;53653;0;0;07/11/2012;28;815;10;239;28;10;108;2;10;4;12;6;0;0;0;0;0;0;0;1210;363;35.59;0
10584;1976;Graduado;Casado;65665;0;1;02/12/2013;52;225;162;387;106;36;29;1;5;10;8;3;0;0;0;0;0;0;0;945;283.5;35.00;0
6071;1989;Graduado;Soltero;81217;0;0;19/07/2013;26;493;70;324;146;40;84;1;3;7;11;1;0;0;0;0;0;0;0;1157;347.1;50.30;0
3386;1992;Graduado;Casado;34935;0;0;21/06/2013;54;34;4;66;3;10;20;1;2;1;4;7;0;0;0;0;0;0;0;137;41.1;9.13;0
8939;1959;Graduado;Divorciado;61250;0;1;16/12/2012;45;382;138;65;60;26;59;6;5;2;12;5;0;0;0;0;0;0;0;730;219;24.33;0
9925;1981;PhD;Conviviente;39665;1;0;25/05/2013;23;127;1;56;0;1;31;3;4;2;3;7;1;0;0;0;0;0;50;216;79.8;11.37;1
4320;1979;Graduado;Soltero;60152;0;1;28/03/2013;35;325;83;300;86;58;91;1;6;4;12;3;0;0;0;0;0;0;0;943;282.9;36.27;0
5389;1964;Graduado;Casado;48920;0;2;20/10/2013;55;238;17;68;8;10;6;3;6;2;5;7;0;1;0;0;0;0;50;347;119.1;15.09;1
6036;1959;Master;Conviviente;89120;0;0;17/03/2014;29;1168;92;408;72;129;55;1;5;6;7;1;0;0;1;0;0;0;50;1924;592.2;96.20;1
182;1946;PhD;Conviviente;44124;0;1;11/05/2013;30;284;0;55;0;6;52;4;6;2;5;8;0;0;0;0;0;0;0;397;119.1;15.88;0
203;1975;Master;Soltero;81169;0;0;14/04/2013;71;1288;20;613;80;61;27;1;5;7;9;2;0;0;0;0;0;0;0;2089;626.7;87.04;0
11025;1961;Graduado;Casado;36443;1;1;03/02/2013;73;65;0;46;4;3;20;4;3;1;3;8;0;0;0;0;0;0;0;138;41.4;7.26;0
10203;1990;Graduado;Soltero;26095;1;0;30/06/2013;70;11;7;9;3;1;11;1;1;0;3;7;0;0;0;0;0;0;0;42;12.6;3.50;0
4607;1959;Graduado;Conviviente;71367;0;0;23/08/2013;40;227;23;389;42;21;75;1;4;5;7;2;0;0;0;0;0;0;0;777;233.1;40.89;0
3711;1944;Master;Casado;80184;0;0;01/03/2014;49;1035;134;670;25;38;0;1;6;3;10;3;0;0;1;1;0;0;100;1902;600.6;82.70;1
3696;1965;Graduado;Divorciado;30630;1;1;27/01/2014;63;27;1;12;2;0;10;2;2;0;3;7;0;0;0;0;0;0;0;52;15.6;3.71;0
2532;1987;Master;Soltero;73454;0;0;01/03/2014;45;982;73;351;56;14;175;1;2;4;6;5;1;0;0;0;0;0;50;1651;510.3;91.72;1
9214;1991;Graduado;Casado;42691;0;0;16/08/2013;60;179;2;64;38;17;58;1;5;1;6;5;0;0;0;0;0;0;0;358;107.4;19.89;0
4943;1953;Graduado;Casado;70503;0;0;30/09/2012;62;1379;33;216;0;33;66;1;2;4;9;6;0;1;1;0;0;0;100;1727;548.1;78.50;1
35;1987;Graduado;Casado;25545;1;0;08/09/2012;43;32;1;64;16;12;85;3;2;2;3;6;0;0;0;0;0;0;0;210;63;13.13;0
2258;1986;Graduado;Casado;32880;1;0;04/12/2012;74;10;4;15;7;6;2;1;1;0;3;8;0;0;0;0;0;0;0;44;13.2;3.38;0
4322;1958;PhD;Conviviente;77863;0;0;27/11/2013;67;881;38;319;16;25;12;1;4;5;10;2;0;0;0;0;0;0;0;1291;387.3;58.68;0
713;1977;Master;Casado;50353;0;0;08/06/2014;24;141;15;153;67;31;35;1;4;4;6;3;0;0;0;0;0;0;0;442;132.6;24.56;0
4702;1964;Graduado;Soltero;61839;0;0;12/08/2012;29;1000;155;379;224;17;120;1;4;8;4;8;0;0;0;0;0;0;0;1895;568.5;75.80;0
3281;1960;PhD;Casado;49154;1;1;03/11/2013;19;206;10;67;30;27;71;6;4;1;8;6;0;0;0;0;0;0;0;411;123.3;16.44;0
702;1975;Postgrado;Divorciada;47682;0;1;15/02/2013;55;162;61;83;97;57;61;4;4;3;8;5;0;0;0;0;0;0;0;521;156.3;21.71;0
2004;1969;Graduado;Soltero;72679;0;1;18/09/2013;20;619;54;260;127;54;54;1;4;7;5;1;0;0;0;0;0;0;0;1168;350.4;64.89;0
4769;1977;Master;Conviviente;57954;1;1;18/06/2014;27;456;4;24;0;0;9;7;8;2;6;7;0;1;0;0;0;0;50;493;162.9;16.43;1
4437;1962;Graduado;Casado;65316;1;1;24/04/2013;68;112;6;92;3;9;38;2;3;2;5;4;0;0;0;0;0;0;0;260;78;16.25;0
8724;1982;Graduado;Soltero;28567;1;0;17/06/2013;69;11;3;22;2;2;6;2;2;0;3;6;0;0;0;0;0;0;0;46;13.8;3.54;0
10741;1951;Master;Conviviente;47352;0;1;11/04/2013;29;172;12;112;8;0;15;4;6;1;5;7;0;0;0;0;0;0;0;319;95.7;13.87;0
1991;1967;Graduado;Conviviente;44931;0;1;18/01/2014;31;78;0;11;0;0;7;1;2;1;3;5;0;0;0;0;0;0;0;96;28.8;8.00;0
6931;1967;Graduado;Divorciado;76982;0;0;15/02/2014;28;464;151;292;65;60;30;1;8;3;4;4;0;0;1;0;0;0;50;1062;333.6;53.10;1
11096;1952;Postgrado;Conviviente;57247;0;1;08/08/2013;21;99;4;32;37;54;6;2;2;1;7;2;0;0;0;0;0;0;0;232;69.6;16.57;0
304;1981;Master;Soltero;22944;1;0;23/12/2013;47;19;3;19;4;5;26;3;3;0;3;7;0;0;0;0;0;0;0;76;22.8;4.75;0
3665;1977;Postgrado;Conviviente;25315;1;0;07/11/2013;40;20;9;8;11;3;22;3;3;0;3;8;0;0;0;0;0;0;0;73;21.9;4.29;0
10591;1969;Graduado;Divorciada;43638;0;1;06/08/2012;36;63;10;83;7;19;19;2;4;1;4;7;0;0;0;0;0;0;0;201;60.3;11.17;0
5036;1984;PhD;Soltero;42710;1;0;28/11/2012;35;252;3;42;4;3;102;2;4;5;3;6;0;0;0;0;0;0;0;406;121.8;20.30;0
5547;1982;PhD;Casado;84169;0;0;07/08/2013;72;1478;19;403;0;19;0;1;7;6;6;3;0;1;1;0;0;0;100;1919;605.7;83.43;1
7822;1976;Graduado;Conviviente;54058;0;1;04/06/2013;47;198;18;252;32;108;54;2;4;6;8;3;0;0;0;0;0;0;0;662;198.6;28.78;0
8541;1990;Postgrado;Casado;24683;1;0;08/03/2014;74;15;4;10;6;7;6;2;2;0;4;5;0;0;0;0;0;0;0;48;14.4;3.69;0
10955;1964;Graduado;Divorciada;85620;0;0;07/01/2014;27;416;46;925;60;107;46;1;3;6;4;1;0;0;0;0;0;0;0;1600;480;106.67;0
4368;1980;Graduado;Casado;47850;1;0;03/12/2013;21;42;7;43;20;12;10;1;3;0;4;6;0;0;0;0;0;0;0;134;40.2;9.57;0
9671;1968;Graduado;Casado;19514;1;1;26/01/2014;79;14;3;21;2;1;28;4;3;1;2;8;1;0;0;0;0;0;50;69;35.7;3.83;1
2256;1973;Master;Casado;27159;1;1;29/03/2014;51;17;0;3;0;0;10;2;1;0;3;6;0;0;0;0;0;0;0;30;9;2.50;0
4279;1963;Postgrado;Soltero;39548;1;1;31/03/2014;76;15;4;10;3;4;18;2;1;1;3;3;0;0;0;0;0;0;0;54;16.2;5.40;0
5371;1989;Graduado;Soltero;21474;1;0;08/04/2014;64;15;16;24;11;0;34;2;3;1;2;7;1;0;0;0;0;0;50;100;45;6.67;1
9240;1971;PhD;Soltero;60504;0;1;07/02/2014;67;458;0;24;6;4;34;2;6;2;8;6;0;0;0;0;0;0;0;526;157.8;21.92;0
9460;1963;Graduado;Casado;22419;0;0;18/04/2013;69;30;3;47;19;21;42;1;3;2;2;8;0;0;0;0;0;0;0;162;48.6;10.13;0
9504;1949;Master;Casado;81698;0;0;06/11/2013;71;179;28;520;111;123;47;1;3;8;13;1;0;0;0;0;0;0;0;1008;302.4;38.77;0
8692;1952;Graduado;Conviviente;43462;1;1;12/09/2012;20;90;17;97;15;6;15;6;4;1;5;8;0;0;0;0;0;0;0;240;72;10.00;0
448;1978;PhD;Soltero;54880;1;0;01/03/2013;20;308;85;137;102;45;118;2;6;2;11;5;0;0;0;0;0;0;0;795;238.5;30.58;0
8314;1982;Graduado;Casado;79908;0;0;05/04/2013;38;557;129;761;29;185;111;1;5;6;7;2;0;0;1;0;0;0;50;1772;546.6;84.38;1
8420;1970;Postgrado;Casado;15315;0;0;03/08/2013;64;15;4;13;15;8;17;2;2;0;4;5;0;0;0;0;0;0;0;72;21.6;5.54;0
3174;1959;Graduado;Conviviente;87771;0;1;22/05/2013;60;1492;38;287;50;57;33;1;5;10;4;6;0;1;1;1;1;0;200;1957;647.1;75.27;1
7685;1978;Graduado;Casado;33039;1;0;09/09/2013;64;30;8;12;8;8;12;1;2;0;4;5;0;0;0;0;0;0;0;78;23.4;6.50;0
3179;1980;Graduado;Soltero;81741;0;0;16/06/2013;30;249;153;940;58;134;38;0;6;6;7;2;0;0;0;0;0;0;0;1572;471.6;74.86;0
9780;1971;Master;Conviviente;71499;0;1;25/06/2013;64;465;25;132;136;0;37;2;8;3;13;4;0;0;0;0;0;0;0;795;238.5;26.50;0
10681;1970;Postgrado;Casado;62466;0;1;15/01/2014;69;129;129;259;168;121;83;5;6;3;12;4;0;0;0;0;0;0;0;889;266.7;29.63;0
10232;1963;PhD;Divorciado;48799;0;1;05/11/2013;38;174;18;81;28;6;24;3;3;2;7;3;0;0;0;0;0;0;0;331;99.3;18.39;0
4184;1950;PhD;Conviviente;52157;0;1;07/06/2014;39;189;2;29;3;2;40;2;3;2;5;4;0;0;0;0;0;0;0;265;79.5;16.56;0
9120;1962;Graduado;Soltero;66565;0;1;05/12/2012;24;747;10;161;65;40;42;4;4;2;9;8;0;0;0;0;0;0;0;1065;319.5;39.44;0
891;1951;Master;Conviviente;29298;1;1;07/09/2013;36;15;0;2;15;0;10;1;1;0;2;5;0;0;0;0;0;0;0;42;12.6;4.67;0
10381;1979;Graduado;Soltero;47691;0;1;05/07/2013;55;14;0;3;0;0;4;1;1;0;2;6;0;0;0;0;0;0;0;21;6.3;2.10;0
3525;1970;Graduado;Conviviente;38200;1;1;07/12/2012;49;12;0;4;0;0;10;1;1;0;2;7;0;0;0;0;0;0;0;26;7.8;2.36;0
6818;1974;Graduado;Casado;44989;0;1;12/09/2012;38;98;0;106;49;10;106;5;5;1;5;6;0;0;0;0;0;0;0;369;110.7;16.77;0
3526;1968;PhD;Casado;38443;1;1;27/01/2014;48;32;0;5;0;0;10;2;1;0;3;7;0;0;0;0;0;0;0;47;14.1;3.62;0
8181;1978;Postgrado;Soltero;38593;1;0;13/09/2013;67;51;12;49;17;24;24;3;4;1;3;8;0;0;0;0;0;0;0;177;53.1;9.32;0
1029;1970;PhD;Conviviente;64413;0;1;01/08/2013;69;200;5;44;0;10;20;1;5;1;5;5;0;0;0;0;0;0;0;279;83.7;16.41;0
7369;1981;Master;Casado;36959;1;0;02/10/2013;66;25;6;25;6;0;0;2;2;0;3;8;0;0;0;0;0;0;0;62;18.6;4.13;0
2574;1977;PhD;Casado;61996;0;1;31/01/2013;35;1050;12;144;0;0;24;3;6;4;8;5;0;1;0;1;1;0;150;1230;414;47.31;1
8159;1968;Graduado;Casado;51287;1;1;01/04/2014;61;117;0;22;13;0;30;3;4;1;3;7;0;0;0;0;0;0;0;182;54.6;10.11;0
1160;1970;Graduado;Casado;13260;1;1;23/08/2013;80;20;4;17;10;2;7;4;3;0;3;8;0;0;0;0;0;0;0;60;18;3.33;0
10242;1966;PhD;Conviviente;47472;1;1;16/09/2013;53;56;0;11;0;0;8;2;2;0;4;5;0;0;0;0;0;0;0;75;22.5;5.77;0
5253;1956;Master;Conviviente;54603;1;1;09/07/2013;39;145;13;46;17;2;4;6;4;2;4;7;0;0;0;0;0;0;0;227;68.1;9.87;0
5966;1974;PhD;Casado;45207;1;1;10/11/2012;27;203;0;10;0;0;2;5;3;1;6;6;0;1;0;0;0;0;50;215;79.5;10.24;1
5314;1951;Graduado;Conviviente;40689;0;1;18/03/2013;47;270;3;27;39;6;99;7;7;1;5;8;0;0;0;0;0;0;0;444;133.2;15.86;0
5081;1967;Postgrado;Conviviente;47821;1;1;20/10/2013;24;10;0;16;6;6;10;1;1;0;3;8;0;0;0;0;0;0;0;48;14.4;3.69;0
5123;1951;Master;Casado;27450;0;0;15/04/2013;73;37;12;23;8;11;52;1;2;1;3;7;0;0;0;0;0;0;0;143;42.9;10.21;0
5756;1983;Graduado;Conviviente;39453;1;0;03/04/2014;74;46;0;7;0;0;2;2;2;0;3;6;0;0;0;0;0;0;0;55;16.5;4.23;0
8036;1971;Postgrado;Conviviente;26850;1;1;18/04/2014;66;31;1;13;7;2;9;4;2;1;4;4;0;0;0;0;0;0;0;63;18.9;4.20;0
9058;1955;Graduado;Divorciada;79800;0;0;23/09/2012;38;1060;21;530;32;0;224;1;5;11;5;3;1;0;1;1;0;0;150;1867;605.1;74.68;1
5057;1961;Master;Casado;61794;0;1;14/09/2013;47;264;47;188;54;47;11;2;4;4;10;2;0;0;0;0;0;0;0;611;183.3;27.77;0
254;1955;Graduado;Conviviente;53863;0;1;17/05/2014;71;399;4;30;6;4;30;3;7;1;7;7;0;1;0;0;0;0;50;473;156.9;18.92;1
4179;1959;Graduado;Conviviente;24221;0;0;20/08/2013;26;15;9;9;2;5;22;1;1;1;3;4;0;0;0;0;0;0;0;62;18.6;6.20;0
3710;1984;PhD;Soltero;39684;1;0;12/10/2012;58;19;0;35;6;4;17;2;2;1;2;7;0;0;0;0;0;1;0;81;24.3;5.79;0
7627;1975;Master;Casado;92163;0;0;12/12/2012;53;817;183;797;106;163;20;0;5;11;5;2;0;0;1;1;0;0;100;2086;655.8;90.70;1
4501;1965;Master;Soltero;69882;0;0;10/11/2013;21;292;127;635;132;127;165;1;3;7;9;1;0;0;0;0;0;0;0;1478;443.4;70.38;0
6424;1977;Graduado;Conviviente;33178;1;0;30/01/2014;61;12;6;2;11;2;16;1;1;0;3;4;0;0;0;0;0;0;0;49;14.7;5.44;0
3075;1972;PhD;Casado;59973;0;0;11/09/2013;35;130;30;168;20;34;0;1;3;4;7;1;0;0;0;0;0;0;0;382;114.6;23.88;0
4992;1975;Master;Conviviente;17459;1;0;19/09/2013;54;15;4;16;3;10;30;3;3;1;2;7;0;0;0;0;0;0;0;78;23.4;4.88;0
5252;1969;Graduado;Divorciado;23910;1;0;26/10/2012;51;16;12;18;7;1;13;1;2;0;3;7;0;0;0;0;0;0;0;67;20.1;5.15;0
7444;1969;Master;Casado;42169;1;1;19/10/2013;30;19;0;9;0;0;2;2;1;0;3;8;0;0;0;0;0;0;0;30;9;2.14;0
6919;1978;Postgrado;Casado;26224;1;0;04/06/2013;78;5;7;15;13;9;15;3;2;1;3;6;0;0;0;0;0;0;0;64;19.2;4.27;0
3537;1981;Graduado;Conviviente;31089;1;0;17/08/2012;63;31;3;31;2;8;4;3;3;0;4;8;0;0;0;0;0;0;0;79;23.7;4.39;0
10277;1961;Graduado;Soltero;30081;0;1;21/02/2013;55;36;0;2;0;0;4;1;1;0;3;7;0;0;0;0;0;0;0;42;12.6;3.50;0
2453;1960;Graduado;Conviviente;62807;0;1;31/08/2012;35;526;28;135;10;21;99;3;5;3;12;5;0;0;0;0;0;0;0;819;245.7;29.25;0
7972;1955;Graduado;Soltero;72906;0;0;17/09/2013;67;400;32;519;71;75;54;1;3;4;9;1;0;0;0;0;0;0;0;1151;345.3;63.94;0
895;1948;PhD;Casado;61467;0;2;09/12/2012;61;410;16;114;0;5;49;3;5;2;10;5;0;0;0;0;0;0;0;594;178.2;23.76;0
1177;1966;Master;Conviviente;49618;1;1;26/01/2013;74;80;3;26;4;2;14;4;3;1;3;7;0;0;0;0;0;0;0;129;38.7;7.17;0
7141;1986;Master;Soltero;21888;1;0;29/12/2012;26;88;10;46;2;3;64;4;5;1;2;10;0;0;0;0;0;0;0;213;63.9;9.68;0
7232;1973;Graduado;Divorciada;42429;0;1;11/02/2014;44;55;0;6;2;0;4;2;1;1;3;5;0;0;0;0;0;0;0;67;20.1;5.58;0
8477;1956;Graduado;Divorciado;26150;2;1;11/03/2013;34;5;1;13;15;5;10;1;1;0;3;7;0;0;0;0;0;0;0;49;14.7;4.08;0
2457;1975;Secundaria;Casado;30801;0;1;26/10/2012;72;15;4;5;15;2;11;2;1;0;3;7;0;0;0;0;0;0;0;52;15.6;4.00;0
988;1965;Graduado;Casado;81168;0;0;07/05/2014;46;410;0;592;147;22;22;1;6;4;7;3;0;0;0;1;0;0;50;1193;372.9;56.81;1
7930;1969;Master;Soltero;26877;0;0;19/08/2013;56;101;13;76;20;18;40;2;3;1;6;6;0;0;0;0;0;0;0;268;80.4;14.89;0
4587;1944;Master;Divorciada;45006;0;0;18/07/2013;47;162;25;53;16;0;10;1;3;1;7;3;0;0;0;0;0;0;0;266;79.8;17.73;0
6682;1973;Secundaria;Casado;18978;1;0;11/12/2012;43;20;8;10;4;7;15;1;1;0;3;8;0;0;0;0;0;0;0;64;19.2;4.92;0
6222;1967;Graduado;Casado;22574;2;1;28/10/2013;73;25;0;8;2;0;2;2;2;0;3;7;0;0;0;0;0;0;0;37;11.1;2.64;0
10299;1969;PhD;Soltero;48240;0;0;09/11/2012;61;389;91;248;64;49;41;3;6;3;13;5;0;0;0;0;0;0;0;882;264.6;29.40;0
3083;1974;Graduado;Casado;45837;1;1;26/07/2013;46;215;13;87;17;17;24;5;6;2;5;7;0;0;0;0;0;0;0;373;111.9;14.92;0
8953;1965;Master;Soltero;35791;2;1;06/05/2013;65;27;0;5;0;0;3;2;1;0;3;8;0;0;0;0;0;0;0;35;10.5;2.50;0
1503;1976;PhD;Conviviente;162397;1;1;03/06/2013;56;85;1;16;2;1;2;0;0;0;1;1;0;0;0;0;0;0;0;107;32.1;53.50;0
8650;1978;Graduado;Divorciada;54162;1;1;18/03/2013;46;5;6;10;6;5;10;1;1;0;3;4;0;0;0;0;0;0;0;42;12.6;4.67;0
10862;1960;Master;Casado;30522;0;1;17/08/2012;46;179;8;83;19;11;26;5;1;2;9;2;0;0;0;0;0;0;0;326;97.8;17.16;0
2782;1961;PhD;Casado;54456;0;1;11/07/2013;55;352;0;27;10;0;15;3;6;1;7;6;0;0;0;0;0;0;0;404;121.2;17.57;0
6941;1971;Graduado;Soltero;31632;0;0;14/07/2013;40;17;8;12;11;15;32;1;2;1;2;7;0;0;0;0;0;0;0;95;28.5;7.31;0
10972;1949;Graduado;Divorciada;72298;0;0;10/03/2014;66;625;35;169;58;17;35;1;4;3;6;1;0;1;1;0;0;0;100;939;311.7;62.60;1
10708;1978;Postgrado;Soltero;36975;1;0;28/12/2013;37;10;6;11;0;4;2;1;1;0;3;7;0;0;0;0;0;0;0;33;9.9;2.75;0
6583;1955;Postgrado;Casado;72635;0;0;03/06/2013;56;390;22;323;104;35;107;1;6;8;6;3;0;0;0;1;0;0;50;981;309.3;40.88;1
3641;1976;Graduado;Casado;13624;1;0;20/01/2013;45;10;2;15;2;1;6;2;2;0;3;6;0;0;0;0;0;0;0;36;10.8;2.77;0
10156;1975;Graduado;Soltero;84196;0;1;03/06/2013;23;215;63;507;231;31;190;1;8;4;7;3;0;0;0;0;0;0;0;1237;371.1;53.78;0
4299;1960;Graduado;Conviviente;70971;0;1;21/09/2012;76;1001;17;572;93;125;17;7;11;11;5;7;0;0;0;0;0;0;0;1825;547.5;44.51;0
3469;1977;PhD;Divorciado;34487;1;1;06/09/2012;52;19;18;33;24;1;8;3;3;0;3;9;0;0;0;0;0;0;0;103;30.9;5.72;0
5063;1977;Graduado;Soltero;28769;1;0;18/12/2012;75;41;5;129;10;3;3;3;4;1;4;9;0;0;0;0;0;0;0;191;57.3;9.10;0
10727;1970;PhD;Casado;69084;1;0;19/11/2013;34;1181;107;199;39;30;30;2;7;3;13;8;0;0;0;0;0;0;0;1586;475.8;48.06;0
9624;1958;PhD;Conviviente;65488;0;0;13/06/2014;45;603;45;207;36;18;54;1;3;4;6;1;0;0;0;0;0;0;0;963;288.9;64.20;0
5156;1970;Postgrado;Casado;62466;0;1;15/01/2014;30;129;129;259;168;121;83;5;6;3;12;4;0;0;0;0;0;0;0;889;266.7;29.63;0
4376;1960;Postgrado;Soltero;32218;0;0;15/02/2014;59;10;24;15;13;1;30;1;2;1;3;7;1;0;0;0;0;0;50;93;42.9;6.64;1
8923;1973;Graduado;Soltero;83917;0;0;18/04/2013;53;514;22;732;42;198;79;1;6;7;7;3;0;0;0;0;0;0;0;1587;476.1;66.13;0
8461;1962;Graduado;Divorciado;46102;2;1;10/03/2014;27;14;0;10;0;0;10;1;1;0;2;7;0;0;0;0;0;0;0;34;10.2;3.09;0
6945;1952;Graduado;Soltero;84574;0;0;04/06/2013;22;387;20;713;38;54;163;1;9;11;11;5;0;0;0;0;0;0;0;1375;412.5;37.16;0
944;1962;Graduado;Casado;56181;0;1;08/01/2013;73;121;103;69;8;44;48;1;4;2;7;4;0;0;0;0;0;0;0;393;117.9;21.83;0
1907;1950;Master;Divorciado;63120;0;1;28/09/2012;75;965;69;279;54;41;69;5;8;4;9;7;0;0;0;0;0;0;0;1477;443.1;44.76;0
701;1971;Graduado;Casado;73691;0;1;06/11/2013;43;707;21;250;85;43;73;2;6;2;8;2;1;0;0;0;0;0;50;1179;368.7;58.95;1
3856;1960;Graduado;Conviviente;63381;0;1;05/10/2012;73;571;50;142;33;50;159;4;4;5;13;2;0;0;0;0;0;0;0;1005;301.5;35.89;0
4149;1948;PhD;Conviviente;76140;0;0;13/05/2014;45;586;66;653;17;0;26;1;5;9;6;2;0;0;0;0;0;0;0;1348;404.4;58.61;0
2131;1959;PhD;Divorciado;62859;0;1;30/12/2012;72;1063;89;102;16;12;25;4;9;4;6;6;0;0;0;0;0;0;0;1307;392.1;45.07;0
2942;1964;Graduado;Soltero;45906;0;1;07/05/2013;71;305;3;27;4;3;144;2;5;4;4;5;1;0;0;0;0;0;50;486;160.8;24.30;1
1173;1947;Master;Conviviente;77632;0;0;10/03/2013;36;1200;105;758;0;42;147;1;4;2;6;2;0;1;1;0;0;0;100;2252;705.6;150.13;1
4381;1971;PhD;Casado;46463;1;1;18/08/2013;77;163;2;40;8;11;11;7;3;1;6;6;0;0;0;0;0;0;0;235;70.5;10.22;0
4611;1970;Graduado;Conviviente;105471;0;0;21/01/2013;55;1009;181;104;202;21;207;0;9;8;13;3;0;0;1;1;0;0;100;1724;547.2;52.24;1
3376;1970;Master;Divorciado;55282;1;0;13/12/2013;31;125;6;73;8;4;19;1;3;1;6;4;0;0;0;0;0;0;0;235;70.5;15.67;0
4679;1977;Master;Casado;78710;0;1;23/05/2014;25;721;0;152;119;50;50;3;7;6;12;4;0;0;0;0;0;0;0;1092;327.6;34.13;0
